User ID,Delivery Address,Delivery Frequency,Preferred Delivery Day,Latitude,Longitude,City
1448,"694 Jones Circle, Timmins, ON",3,"Tuesday, Wednesday, Monday",48.4758,-81.3305,Timmins
1449,"97733 Amy Bypass, Barrie, ON",7,"Friday, Sunday, Thursday, Monday, Wednesday, Saturday, Tuesday",44.3894,-79.6903,Barrie
1450,"06554 Caleb Drive, St. Thomas, ON",7,"Wednesday, Monday, Thursday, Friday, Tuesday, Saturday, Sunday",42.777,-81.1826,St. Thomas
1451,"7786 Chris Drive, Elliot Lake, ON",4,"Saturday, Sunday, Tuesday, Thursday",46.3848,-82.6493,Elliot Lake
1452,"887 Dunn Cliffs, Haldimand County, ON",2,"Thursday, Tuesday",42.9229,-79.8663,Haldimand County
1453,"62961 Kayla Via, Prince Edward County, ON",2,"Tuesday, Friday",43.9991,-77.124,Prince Edward County
1454,"71734 Scott Bypass, Kawartha Lakes, ON",5,"Saturday, Sunday, Wednesday, Monday, Tuesday",44.4254,-78.7877,Kawartha Lakes
1455,"890 Gonzales Causeway, Toronto, ON",1,Wednesday,43.6532,-79.3832,Toronto
1456,"98040 Emily Hill, Woodstock, ON",3,"Saturday, Thursday, Friday",43.1312,-80.7565,Woodstock
1457,"396 Ashley Island, Temiskaming Shores, ON",3,"Wednesday, Tuesday, Sunday",47.5087,-79.677,Temiskaming Shores
1458,"27491 Wood Parks, Belleville, ON",3,"Saturday, Tuesday, Monday",44.1636,-77.3835,Belleville
1459,"458 Brown Ports, Welland, ON",2,"Wednesday, Sunday",42.9918,-79.2359,Welland
1460,"180 Elaine Trail, Burlington, ON",3,"Friday, Thursday, Monday",43.3255,-79.799,Burlington
1461,"239 Hopkins Skyway, Richmond Hill, ON",4,"Sunday, Monday, Friday, Saturday",43.8828,-79.4407,Richmond Hill
1462,"962 Wright Ville, Owen Sound, ON",5,"Sunday, Monday, Saturday, Thursday, Wednesday",44.5668,-80.9405,Owen Sound
1463,"5761 Scott Park, Kingston, ON",1,Tuesday,44.2312,-76.486,Kingston
1464,"12229 Massey Isle, Thorold, ON",5,"Monday, Tuesday, Thursday, Sunday, Friday",43.1167,-79.2,Thorold
1465,"4337 Cook Forges, Sault Ste. Marie, ON",1,Tuesday,46.5208,-84.3469,Sault Ste. Marie
1466,"769 Sanchez Street, Markham, ON",2,"Sunday, Friday",43.8561,-79.337,Markham
1467,"08472 Perry Hill, Prince Edward County, ON",5,"Tuesday, Friday, Thursday, Wednesday, Sunday",43.9991,-77.124,Prince Edward County
1468,"21386 Hill Circle, Prince Edward County, ON",4,"Tuesday, Sunday, Friday, Monday",43.9991,-77.124,Prince Edward County
1469,"371 Brown Cape, Belleville, ON",4,"Wednesday, Monday, Sunday, Saturday",44.1636,-77.3835,Belleville
1470,"989 Harris Park, Brant, ON",2,"Saturday, Monday",43.142,-80.2681,Brant
1471,"6267 Matthew Square, Burlington, ON",3,"Tuesday, Monday, Friday",43.3255,-79.799,Burlington
1472,"907 Lopez Ways, Orillia, ON",3,"Thursday, Sunday, Wednesday",44.6087,-79.42,Orillia
1473,"0631 Carol Wells, Clarence-Rockland, ON",2,"Tuesday, Friday",45.5887,-75.5127,Clarence-Rockland
1474,"18061 Miller Points, Mississauga, ON",2,"Friday, Tuesday",43.589,-79.6441,Mississauga
1475,"0007 Miller Islands, Barrie, ON",5,"Friday, Sunday, Monday, Wednesday, Saturday",44.3894,-79.6903,Barrie
1476,"82910 Anthony Land, Hamilton, ON",5,"Tuesday, Saturday, Monday, Thursday, Sunday",43.2557,-79.8711,Hamilton
1477,"439 Emily Mountains, Markham, ON",4,"Monday, Saturday, Wednesday, Tuesday",43.8561,-79.337,Markham
1478,"2413 Jackson Square, Ottawa, ON",3,"Thursday, Monday, Tuesday",45.4215,-75.6993,Ottawa
1479,"053 Mcconnell Glen, Brampton, ON",3,"Sunday, Monday, Saturday",43.7315,-79.7624,Brampton
1480,"558 Autumn Viaduct, Richmond Hill, ON",3,"Thursday, Friday, Monday",43.8828,-79.4407,Richmond Hill
1481,"0713 David Brooks, Elliot Lake, ON",5,"Friday, Saturday, Monday, Wednesday, Sunday",46.3848,-82.6493,Elliot Lake
1482,"1889 Alvarado Field, Owen Sound, ON",2,"Friday, Saturday",44.5668,-80.9405,Owen Sound
1483,"6079 Blackburn Stravenue, Kawartha Lakes, ON",5,"Monday, Thursday, Saturday, Tuesday, Wednesday",44.4254,-78.7877,Kawartha Lakes
1484,"322 Jeffrey Neck, Haldimand County, ON",2,"Wednesday, Tuesday",42.9229,-79.8663,Haldimand County
1485,"6743 Osborn Greens, Stratford, ON",4,"Monday, Wednesday, Thursday, Sunday",43.3712,-80.9818,Stratford
1486,"18741 Kelly Junction, Stratford, ON",4,"Thursday, Monday, Friday, Sunday",43.3712,-80.9818,Stratford
1487,"8059 Galvan Forges, Welland, ON",3,"Friday, Monday, Thursday",42.9918,-79.2359,Welland
1488,"183 Christine Island, Clarence-Rockland, ON",2,"Friday, Tuesday",45.5887,-75.5127,Clarence-Rockland
1489,"4186 Butler Union, Kitchener, ON",3,"Tuesday, Thursday, Monday",43.4504,-80.4825,Kitchener
1490,"7118 Ann Forges, Orillia, ON",3,"Thursday, Monday, Sunday",44.6087,-79.42,Orillia
1491,"775 Mcdaniel Key, Brampton, ON",6,"Thursday, Tuesday, Saturday, Friday, Monday, Sunday",43.7315,-79.7624,Brampton
1492,"26893 Hooper Brook, Timmins, ON",3,"Monday, Tuesday, Thursday",48.4758,-81.3305,Timmins
1493,"0761 Christopher Route, Greater Sudbury, ON",6,"Thursday, Monday, Sunday, Tuesday, Saturday, Wednesday",46.49,-80.99,Greater Sudbury
1494,"8340 Jose Course, Sault Ste. Marie, ON",5,"Thursday, Sunday, Saturday, Wednesday, Tuesday",46.5208,-84.3469,Sault Ste. Marie
1495,"27527 King Pass, Leamington, ON",5,"Wednesday, Monday, Sunday, Friday, Thursday",42.0501,-82.606,Leamington
1496,"7023 Rios Ford, Woodstock, ON",5,"Saturday, Monday, Friday, Thursday, Tuesday",43.1312,-80.7565,Woodstock
1497,"29333 Steele Village, Quinte West, ON",3,"Tuesday, Saturday, Monday",44.1802,-77.3711,Quinte West
1498,"0415 Jennifer Expressway, Temiskaming Shores, ON",4,"Thursday, Friday, Sunday, Saturday",47.5087,-79.677,Temiskaming Shores
1499,"300 Rodriguez Grove, Mississauga, ON",3,"Monday, Wednesday, Thursday",43.589,-79.6441,Mississauga
1500,"274 Livingston Branch, Chatham, ON",4,"Tuesday, Friday, Wednesday, Monday",42.4254,-82.1892,Chatham
1501,"82538 Juarez Ridges, Burlington, ON",4,"Thursday, Saturday, Tuesday, Sunday",43.3255,-79.799,Burlington
1502,"9180 Lisa Mountains, Oshawa, ON",4,"Friday, Monday, Thursday, Wednesday",43.8975,-78.8635,Oshawa
1503,"04724 Peter Hollow, Clarence-Rockland, ON",3,"Saturday, Tuesday, Monday",45.5887,-75.5127,Clarence-Rockland
1504,"3031 Heather Ford, Brockville, ON",3,"Wednesday, Sunday, Thursday",44.5895,-75.6844,Brockville
1505,"715 Melissa Grove, Thunder Bay, ON",5,"Sunday, Tuesday, Wednesday, Saturday, Thursday",48.382,-89.2466,Thunder Bay
1506,"38297 Wilson Village, Brant, ON",1,Saturday,43.142,-80.2681,Brant
1507,"10434 Rodriguez Cape, Kitchener, ON",5,"Wednesday, Thursday, Sunday, Tuesday, Monday",43.4504,-80.4825,Kitchener
1508,"0964 Sara Row, Burlington, ON",4,"Wednesday, Friday, Sunday, Thursday",43.3255,-79.799,Burlington
1509,"519 Hall Light, Ottawa, ON",5,"Saturday, Tuesday, Sunday, Monday, Friday",45.4215,-75.6993,Ottawa
1510,"25951 Joshua Summit, Peterborough, ON",5,"Sunday, Tuesday, Thursday, Friday, Monday",44.3091,-78.3197,Peterborough
1511,"427 Davis Mission, Temiskaming Shores, ON",7,"Saturday, Thursday, Friday, Tuesday, Sunday, Monday, Wednesday",47.5087,-79.677,Temiskaming Shores
1512,"315 Joshua Views, London, ON",4,"Saturday, Wednesday, Tuesday, Thursday",42.9849,-81.2453,London
1513,"90580 Ricky Valleys, Thunder Bay, ON",5,"Tuesday, Sunday, Friday, Monday, Thursday",48.382,-89.2466,Thunder Bay
1514,"2583 Alexandra Ports, Chatham, ON",3,"Wednesday, Sunday, Saturday",42.4254,-82.1892,Chatham
1515,"2301 Greg Forge, Timmins, ON",3,"Thursday, Wednesday, Friday",48.4758,-81.3305,Timmins
1516,"1221 Jonathan Cape, Brant, ON",5,"Tuesday, Friday, Wednesday, Monday, Saturday",43.142,-80.2681,Brant
1517,"0111 Johnson Station, Kenora, ON",4,"Friday, Saturday, Monday, Sunday",49.7661,-94.4894,Kenora
1518,"4799 Erickson Port, Haldimand County, ON",3,"Sunday, Friday, Wednesday",42.9229,-79.8663,Haldimand County
1519,"37537 Spencer Cape, Oshawa, ON",6,"Thursday, Saturday, Wednesday, Sunday, Monday, Tuesday",43.8975,-78.8635,Oshawa
1520,"874 Michael Springs, Richmond Hill, ON",2,"Thursday, Friday",43.8828,-79.4407,Richmond Hill
1521,"169 Ryan Freeway, Kingston, ON",5,"Thursday, Monday, Friday, Wednesday, Sunday",44.2312,-76.486,Kingston
1522,"785 Cox Courts, Sarnia, ON",3,"Wednesday, Saturday, Monday",42.9745,-82.4066,Sarnia
1523,"947 Wright River, Kitchener, ON",4,"Wednesday, Tuesday, Saturday, Sunday",43.4504,-80.4825,Kitchener
1524,"5157 Murphy Alley, Brockville, ON",3,"Monday, Friday, Tuesday",44.5895,-75.6844,Brockville
1525,"76314 Vasquez Square, Timmins, ON",4,"Thursday, Wednesday, Monday, Saturday",48.4758,-81.3305,Timmins
1526,"109 Martinez Ways, Vaughan, ON",4,"Tuesday, Wednesday, Saturday, Thursday",43.8361,-79.4982,Vaughan
1527,"44385 Stein Rest, St. Catharines, ON",6,"Monday, Wednesday, Thursday, Sunday, Tuesday, Saturday",43.1594,-79.2469,St. Catharines
1528,"97566 Zhang Meadows, Brampton, ON",3,"Saturday, Sunday, Wednesday",43.7315,-79.7624,Brampton
1529,"24965 Vasquez Ports, Dryden, ON",2,"Tuesday, Thursday",49.7839,-92.8363,Dryden
1530,"82093 Joseph Mill, Mississauga, ON",5,"Tuesday, Wednesday, Monday, Saturday, Friday",43.589,-79.6441,Mississauga
1531,"2847 Miranda Creek, Quinte West, ON",4,"Tuesday, Saturday, Sunday, Thursday",44.1802,-77.3711,Quinte West
1532,"860 Elizabeth Junction, Leamington, ON",4,"Monday, Thursday, Friday, Tuesday",42.0501,-82.606,Leamington
1533,"1519 Olson Manor, Sault Ste. Marie, ON",7,"Thursday, Friday, Monday, Tuesday, Sunday, Saturday, Wednesday",46.5208,-84.3469,Sault Ste. Marie
1534,"3327 Romero Vista, Temiskaming Shores, ON",5,"Monday, Thursday, Saturday, Tuesday, Friday",47.5087,-79.677,Temiskaming Shores
1535,"6204 Gerald Lake, Windsor, ON",5,"Monday, Friday, Tuesday, Thursday, Saturday",42.3149,-83.0364,Windsor
1536,"365 Taylor Ford, Brantford, ON",4,"Sunday, Monday, Thursday, Saturday",43.1394,-80.2644,Brantford
1537,"6802 Simpson Cove, Owen Sound, ON",4,"Sunday, Wednesday, Saturday, Monday",44.5668,-80.9405,Owen Sound
1538,"00400 Jamie Pike, Brockville, ON",3,"Saturday, Monday, Sunday",44.5895,-75.6844,Brockville
1539,"7308 Thompson Fort, Greater Sudbury, ON",4,"Sunday, Saturday, Monday, Thursday",46.49,-80.99,Greater Sudbury
1540,"8184 Lewis Spurs, Hamilton, ON",5,"Monday, Saturday, Wednesday, Thursday, Sunday",43.2557,-79.8711,Hamilton
1541,"9176 Ronald Wells, Dryden, ON",6,"Wednesday, Monday, Tuesday, Thursday, Sunday, Friday",49.7839,-92.8363,Dryden
1542,"907 Landry Knoll, Ottawa, ON",4,"Wednesday, Friday, Saturday, Monday",45.4215,-75.6993,Ottawa
1543,"841 Gilbert Forks, Belleville, ON",5,"Thursday, Tuesday, Wednesday, Monday, Saturday",44.1636,-77.3835,Belleville
1544,"440 Stephanie Manor, Thorold, ON",4,"Tuesday, Sunday, Monday, Saturday",43.1167,-79.2,Thorold
1545,"57962 Rodriguez Crossing, Brant, ON",2,"Tuesday, Thursday",43.142,-80.2681,Brant
1546,"311 Chloe Squares, Sarnia, ON",4,"Friday, Monday, Wednesday, Saturday",42.9745,-82.4066,Sarnia
1547,"8758 Kyle Drive, Thunder Bay, ON",4,"Saturday, Sunday, Monday, Wednesday",48.382,-89.2466,Thunder Bay
1548,"621 Vargas Rapid, Mississauga, ON",3,"Friday, Saturday, Monday",43.589,-79.6441,Mississauga
1549,"6951 Burns Hollow, Brampton, ON",1,Thursday,43.7315,-79.7624,Brampton
1550,"8712 Brian Parks, Temiskaming Shores, ON",4,"Wednesday, Thursday, Saturday, Monday",47.5087,-79.677,Temiskaming Shores
1551,"80968 Nicholas Stravenue, Cambridge, ON",6,"Wednesday, Sunday, Monday, Friday, Thursday, Tuesday",43.3601,-80.3127,Cambridge
1552,"187 Vargas Brooks, Pembroke, ON",6,"Friday, Sunday, Thursday, Tuesday, Wednesday, Monday",45.826,-77.1099,Pembroke
1553,"33289 Medina Island, Richmond Hill, ON",3,"Sunday, Thursday, Friday",43.8828,-79.4407,Richmond Hill
1554,"22725 Mckee Springs, Port Colborne, ON",4,"Monday, Saturday, Tuesday, Sunday",42.883,-79.232,Port Colborne
1555,"10160 Daniel Forks, Clarence-Rockland, ON",3,"Friday, Thursday, Sunday",45.5887,-75.5127,Clarence-Rockland
1556,"83578 Ryan Expressway, Stratford, ON",4,"Tuesday, Thursday, Wednesday, Monday",43.3712,-80.9818,Stratford
1557,"45098 Hill Valley, Waterloo, ON",5,"Saturday, Friday, Tuesday, Sunday, Monday",43.4643,-80.5204,Waterloo
1558,"347 Andrew Locks, Stratford, ON",4,"Sunday, Tuesday, Saturday, Thursday",43.3712,-80.9818,Stratford
1559,"0677 Theresa Courts, Clarence-Rockland, ON",6,"Monday, Sunday, Friday, Saturday, Wednesday, Thursday",45.5887,-75.5127,Clarence-Rockland
1560,"77480 Christine Summit, North Bay, ON",3,"Friday, Wednesday, Tuesday",46.3098,-79.46,North Bay
1561,"53815 Kaitlyn Point, Thunder Bay, ON",5,"Saturday, Thursday, Tuesday, Monday, Friday",48.382,-89.2466,Thunder Bay
1562,"332 Molina Freeway, Chatham, ON",2,"Tuesday, Wednesday",42.4254,-82.1892,Chatham
1563,"5434 William Ports, Barrie, ON",6,"Saturday, Thursday, Friday, Tuesday, Sunday, Monday",44.3894,-79.6903,Barrie
1564,"80482 Kayla Course, Belleville, ON",4,"Wednesday, Sunday, Thursday, Tuesday",44.1636,-77.3835,Belleville
1565,"9281 Leslie Isle, Thunder Bay, ON",4,"Monday, Thursday, Wednesday, Sunday",48.382,-89.2466,Thunder Bay
1566,"543 Sean Ridges, Temiskaming Shores, ON",3,"Sunday, Monday, Friday",47.5087,-79.677,Temiskaming Shores
1567,"597 Dean Grove, Brampton, ON",5,"Thursday, Saturday, Sunday, Wednesday, Friday",43.7315,-79.7624,Brampton
1568,"005 Lauren Underpass, Kenora, ON",5,"Sunday, Tuesday, Wednesday, Monday, Thursday",49.7661,-94.4894,Kenora
1569,"09294 Hensley Summit, Orillia, ON",5,"Friday, Sunday, Saturday, Tuesday, Thursday",44.6087,-79.42,Orillia
1570,"743 Christopher Branch, Temiskaming Shores, ON",1,Saturday,47.5087,-79.677,Temiskaming Shores
1571,"553 Chad Fords, Mississauga, ON",4,"Thursday, Saturday, Sunday, Tuesday",43.589,-79.6441,Mississauga
1572,"164 Jeanne Cove, Haldimand County, ON",4,"Friday, Thursday, Wednesday, Saturday",42.9229,-79.8663,Haldimand County
1573,"390 Garza Rue, Burlington, ON",6,"Friday, Saturday, Sunday, Thursday, Monday, Wednesday",43.3255,-79.799,Burlington
1574,"671 Sexton Junction, Mississauga, ON",4,"Thursday, Wednesday, Sunday, Saturday",43.589,-79.6441,Mississauga
1575,"622 Fuentes Ways, Kingston, ON",5,"Sunday, Wednesday, Tuesday, Saturday, Monday",44.2312,-76.486,Kingston
1576,"339 Rachel Springs, Belleville, ON",3,"Sunday, Saturday, Friday",44.1636,-77.3835,Belleville
1577,"3950 Dominguez Fork, Barrie, ON",2,"Thursday, Tuesday",44.3894,-79.6903,Barrie
1578,"849 Holly Trail, Belleville, ON",3,"Friday, Sunday, Monday",44.1636,-77.3835,Belleville
1579,"38868 Black Lake, Woodstock, ON",3,"Thursday, Saturday, Monday",43.1312,-80.7565,Woodstock
1580,"18026 Elizabeth Lock, Sault Ste. Marie, ON",5,"Sunday, Thursday, Monday, Friday, Wednesday",46.5208,-84.3469,Sault Ste. Marie
1581,"7471 Bush Drive, Brant, ON",7,"Friday, Wednesday, Sunday, Saturday, Tuesday, Monday, Thursday",43.142,-80.2681,Brant
1582,"859 Smith Streets, Prince Edward County, ON",2,"Tuesday, Thursday",43.9991,-77.124,Prince Edward County
1583,"9714 Garcia Inlet, Brampton, ON",3,"Friday, Tuesday, Saturday",43.7315,-79.7624,Brampton
1584,"9667 Ramirez Cliffs, Kenora, ON",4,"Thursday, Friday, Sunday, Saturday",49.7661,-94.4894,Kenora
1585,"15489 Alex View, Port Colborne, ON",3,"Sunday, Thursday, Tuesday",42.883,-79.232,Port Colborne
1586,"3983 Nicole Prairie, Brampton, ON",4,"Friday, Saturday, Thursday, Tuesday",43.7315,-79.7624,Brampton
1587,"6059 Krista Port, Burlington, ON",4,"Tuesday, Wednesday, Saturday, Friday",43.3255,-79.799,Burlington
1588,"687 Brenda Port, Prince Edward County, ON",4,"Sunday, Thursday, Wednesday, Monday",43.9991,-77.124,Prince Edward County
1589,"9946 Wagner Corners, Greater Sudbury, ON",4,"Saturday, Monday, Tuesday, Wednesday",46.49,-80.99,Greater Sudbury
1590,"1125 Swanson Park, Elliot Lake, ON",2,"Tuesday, Saturday",46.3848,-82.6493,Elliot Lake
1591,"029 Tina Center, Niagara Falls, ON",5,"Sunday, Wednesday, Monday, Thursday, Tuesday",43.0896,-79.0849,Niagara Falls
1592,"465 Melissa Manors, Hamilton, ON",6,"Tuesday, Monday, Thursday, Saturday, Friday, Sunday",43.2557,-79.8711,Hamilton
1593,"461 Morales Manors, Niagara Falls, ON",4,"Sunday, Wednesday, Saturday, Tuesday",43.0896,-79.0849,Niagara Falls
1594,"60617 William Ridge, Elliot Lake, ON",5,"Thursday, Monday, Saturday, Friday, Sunday",46.3848,-82.6493,Elliot Lake
1595,"4469 Brittany Well, Prince Edward County, ON",4,"Sunday, Wednesday, Thursday, Friday",43.9991,-77.124,Prince Edward County
1596,"12935 Joshua Summit, Dryden, ON",5,"Sunday, Friday, Monday, Saturday, Thursday",49.7839,-92.8363,Dryden
1597,"0163 Austin Trail, Quinte West, ON",1,Sunday,44.1802,-77.3711,Quinte West
1598,"6923 Taylor Skyway, Windsor, ON",3,"Thursday, Tuesday, Wednesday",42.3149,-83.0364,Windsor
1599,"862 Brandon Bridge, Pembroke, ON",4,"Friday, Sunday, Wednesday, Monday",45.826,-77.1099,Pembroke
1600,"178 Savage Square, Toronto, ON",4,"Friday, Sunday, Saturday, Monday",43.6532,-79.3832,Toronto
1601,"353 Woods Inlet, St. Catharines, ON",6,"Friday, Wednesday, Monday, Sunday, Saturday, Tuesday",43.1594,-79.2469,St. Catharines
1602,"96673 Dustin Ford, Ottawa, ON",4,"Monday, Friday, Sunday, Wednesday",45.4215,-75.6993,Ottawa
1603,"618 Robertson Plains, Brant, ON",2,"Tuesday, Wednesday",43.142,-80.2681,Brant
1604,"10466 Melissa Fields, Kawartha Lakes, ON",4,"Tuesday, Sunday, Wednesday, Saturday",44.4254,-78.7877,Kawartha Lakes
1605,"307 Cody Center, Kitchener, ON",3,"Wednesday, Tuesday, Sunday",43.4504,-80.4825,Kitchener
1606,"3864 Wallace Forest, Orillia, ON",2,"Monday, Tuesday",44.6087,-79.42,Orillia
1607,"410 Price Trail, Kingston, ON",3,"Thursday, Tuesday, Monday",44.2312,-76.486,Kingston
1608,"456 Pierce Corners, Kingston, ON",7,"Wednesday, Tuesday, Sunday, Friday, Saturday, Monday, Thursday",44.2312,-76.486,Kingston
1609,"53547 Brown Route, Thunder Bay, ON",5,"Tuesday, Wednesday, Sunday, Saturday, Monday",48.382,-89.2466,Thunder Bay
1610,"384 Roberts Creek, Greater Sudbury, ON",4,"Monday, Tuesday, Wednesday, Saturday",46.49,-80.99,Greater Sudbury
1611,"567 Jennifer Glen, Timmins, ON",3,"Thursday, Sunday, Friday",48.4758,-81.3305,Timmins
1612,"53974 Edwards Station, Kawartha Lakes, ON",4,"Sunday, Saturday, Thursday, Wednesday",44.4254,-78.7877,Kawartha Lakes
1613,"86519 Lewis Ways, Ottawa, ON",1,Thursday,45.4215,-75.6993,Ottawa
1614,"791 Carlson Camp, Peterborough, ON",3,"Monday, Wednesday, Saturday",44.3091,-78.3197,Peterborough
1615,"4440 Diaz Mount, Pickering, ON",7,"Saturday, Friday, Sunday, Tuesday, Thursday, Wednesday, Monday",43.8358,-79.3483,Pickering
1616,"509 Castaneda Overpass, Sault Ste. Marie, ON",4,"Sunday, Saturday, Thursday, Wednesday",46.5208,-84.3469,Sault Ste. Marie
1617,"099 Erica Mountains, Waterloo, ON",4,"Sunday, Wednesday, Thursday, Saturday",43.4643,-80.5204,Waterloo
1618,"62161 Reyes Glen, Peterborough, ON",4,"Saturday, Thursday, Friday, Wednesday",44.3091,-78.3197,Peterborough
1619,"33618 Brian Keys, Thunder Bay, ON",3,"Thursday, Monday, Wednesday",48.382,-89.2466,Thunder Bay
1620,"0730 James Union, Brantford, ON",4,"Saturday, Friday, Sunday, Wednesday",43.1394,-80.2644,Brantford
1621,"251 Luna Hill, St. Catharines, ON",4,"Monday, Thursday, Wednesday, Tuesday",43.1594,-79.2469,St. Catharines
1622,"586 Melissa Ports, Owen Sound, ON",2,"Sunday, Saturday",44.5668,-80.9405,Owen Sound
1623,"92843 Danielle Place, Leamington, ON",2,"Wednesday, Friday",42.0501,-82.606,Leamington
1624,"42295 Ortiz Station, Cambridge, ON",4,"Wednesday, Sunday, Monday, Friday",43.3601,-80.3127,Cambridge
1625,"42221 Scott Divide, Toronto, ON",3,"Friday, Monday, Saturday",43.6532,-79.3832,Toronto
1626,"01947 Lewis Ferry, Leamington, ON",4,"Tuesday, Thursday, Sunday, Saturday",42.0501,-82.606,Leamington
1627,"333 Dana Key, Welland, ON",3,"Thursday, Friday, Sunday",42.9918,-79.2359,Welland
1628,"2467 Andrew Tunnel, Brampton, ON",6,"Tuesday, Monday, Sunday, Thursday, Friday, Saturday",43.7315,-79.7624,Brampton
1629,"2388 Ward Club, Chatham, ON",5,"Saturday, Wednesday, Friday, Monday, Tuesday",42.4254,-82.1892,Chatham
1630,"33298 Perkins Plains, Brant, ON",3,"Thursday, Friday, Tuesday",43.142,-80.2681,Brant
1631,"7417 Gina Islands, Pickering, ON",5,"Saturday, Friday, Monday, Sunday, Tuesday",43.8358,-79.3483,Pickering
1632,"5071 Evan Prairie, Pickering, ON",3,"Wednesday, Monday, Saturday",43.8358,-79.3483,Pickering
1633,"46263 Huang Loaf, St. Catharines, ON",4,"Tuesday, Friday, Thursday, Sunday",43.1594,-79.2469,St. Catharines
1634,"868 James Row, St. Thomas, ON",2,"Monday, Tuesday",42.777,-81.1826,St. Thomas
1635,"320 Moon Mountains, Brampton, ON",4,"Thursday, Sunday, Tuesday, Saturday",43.7315,-79.7624,Brampton
1636,"961 Guerrero Course, Timmins, ON",5,"Friday, Saturday, Wednesday, Thursday, Tuesday",48.4758,-81.3305,Timmins
1637,"4825 Obrien Walks, Markham, ON",3,"Monday, Friday, Saturday",43.8561,-79.337,Markham
1638,"377 Christine Viaduct, Thorold, ON",5,"Friday, Wednesday, Thursday, Saturday, Monday",43.1167,-79.2,Thorold
1639,"953 George Plaza, Brampton, ON",2,"Wednesday, Monday",43.7315,-79.7624,Brampton
1640,"80839 Miller Plaza, Kawartha Lakes, ON",2,"Monday, Saturday",44.4254,-78.7877,Kawartha Lakes
1641,"65931 Martinez Loop, Thorold, ON",2,"Saturday, Sunday",43.1167,-79.2,Thorold
1642,"9272 Nelson Lane, Peterborough, ON",4,"Sunday, Friday, Wednesday, Thursday",44.3091,-78.3197,Peterborough
1643,"414 Wood Meadow, Sault Ste. Marie, ON",3,"Tuesday, Saturday, Friday",46.5208,-84.3469,Sault Ste. Marie
1644,"91631 Joshua Passage, Kitchener, ON",2,"Saturday, Thursday",43.4504,-80.4825,Kitchener
1645,"462 Joshua Forges, Cambridge, ON",3,"Wednesday, Sunday, Saturday",43.3601,-80.3127,Cambridge
1646,"6996 Trevor Dale, Kingston, ON",5,"Wednesday, Sunday, Saturday, Thursday, Tuesday",44.2312,-76.486,Kingston
1647,"30495 Hernandez Cape, Pickering, ON",3,"Saturday, Sunday, Tuesday",43.8358,-79.3483,Pickering
1648,"96105 Sullivan Branch, Markham, ON",1,Monday,43.8561,-79.337,Markham
1649,"3819 Kathleen Radial, Cornwall, ON",4,"Monday, Thursday, Saturday, Friday",45.0185,-74.7397,Cornwall
1650,"1800 Mullins Parks, Elliot Lake, ON",3,"Sunday, Monday, Friday",46.3848,-82.6493,Elliot Lake
1651,"990 Olivia Plains, St. Catharines, ON",6,"Saturday, Tuesday, Wednesday, Friday, Monday, Thursday",43.1594,-79.2469,St. Catharines
1652,"695 Stephen Knolls, Oshawa, ON",4,"Tuesday, Wednesday, Friday, Thursday",43.8975,-78.8635,Oshawa
1653,"23573 Roach Forges, Timmins, ON",4,"Tuesday, Friday, Thursday, Saturday",48.4758,-81.3305,Timmins
1654,"03317 Werner Club, Timmins, ON",6,"Sunday, Thursday, Tuesday, Friday, Saturday, Monday",48.4758,-81.3305,Timmins
1655,"74660 Dustin Village, Greater Sudbury, ON",4,"Saturday, Monday, Tuesday, Friday",46.49,-80.99,Greater Sudbury
1656,"467 Montes Drives, Niagara Falls, ON",6,"Friday, Tuesday, Wednesday, Sunday, Thursday, Saturday",43.0896,-79.0849,Niagara Falls
1657,"6647 Tucker Circle, Oshawa, ON",4,"Sunday, Monday, Wednesday, Friday",43.8975,-78.8635,Oshawa
1658,"8110 Lozano Ferry, Owen Sound, ON",5,"Tuesday, Wednesday, Sunday, Saturday, Friday",44.5668,-80.9405,Owen Sound
1659,"269 Robin Neck, Greater Sudbury, ON",5,"Saturday, Wednesday, Monday, Friday, Tuesday",46.49,-80.99,Greater Sudbury
1660,"6707 Frye Forge, Kingston, ON",5,"Tuesday, Sunday, Saturday, Friday, Monday",44.2312,-76.486,Kingston
1661,"9276 Warner Mill, Woodstock, ON",2,"Thursday, Sunday",43.1312,-80.7565,Woodstock
1662,"933 Cindy Mountains, London, ON",3,"Friday, Wednesday, Thursday",42.9849,-81.2453,London
1663,"14904 Potter Place, Windsor, ON",2,"Tuesday, Saturday",42.3149,-83.0364,Windsor
1664,"352 Mark Forks, Guelph, ON",1,Wednesday,43.5448,-80.2482,Guelph
1665,"5257 Jose Burgs, Pickering, ON",5,"Sunday, Tuesday, Saturday, Friday, Wednesday",43.8358,-79.3483,Pickering
1666,"719 Duke Meadow, Sarnia, ON",3,"Monday, Friday, Saturday",42.9745,-82.4066,Sarnia
1667,"489 James Valleys, Timmins, ON",4,"Sunday, Saturday, Tuesday, Thursday",48.4758,-81.3305,Timmins
1668,"79505 Gardner Trail, Greater Sudbury, ON",7,"Saturday, Sunday, Tuesday, Friday, Thursday, Wednesday, Monday",46.49,-80.99,Greater Sudbury
1669,"03433 Ashley Causeway, Timmins, ON",5,"Saturday, Monday, Friday, Tuesday, Sunday",48.4758,-81.3305,Timmins
